time,price,bid,bidQty,offer,offerQty,percent,change
-1704888692, 2.300000, 2.290000, 400, 2.300000, 1200, 2.220000, 0.050000
-1704886666, 2.300000, 2.290000, 400, 2.300000, 1200, 2.220000, 0.050000
-1704884697, 2.300000, 2.290000, 400, 2.300000, 1200, 2.220000, 0.050000
-1704882702, 2.300000, 2.290000, 400, 2.300000, 1200, 2.220000, 0.050000
-1704880672, 2.300000, 2.290000, 400, 2.300000, 1200, 2.220000, 0.050000
-1704879204, 2.300000, 2.290000, 400, 2.300000, 1200, 2.220000, 0.050000
-1704876701, 2.300000, 2.290000, 400, 2.300000, 1200, 2.220000, 0.050000
-1704874659, 2.300000, 2.290000, 400, 2.300000, 1200, 2.220000, 0.050000
-1704872687, 2.300000, 2.290000, 400, 2.300000, 1200, 2.220000, 0.050000
-1704870695, 2.300000, 2.290000, 400, 2.300000, 1200, 2.220000, 0.050000
-1704868663, 2.300000, 2.290000, 400, 2.300000, 1200, 2.220000, 0.050000
-1704866702, 2.300000, 2.290000, 400, 2.300000, 1200, 2.220000, 0.050000
-1704864691, 2.285000, 2.280000, 1600, 2.290000, 500, 1.560000, 0.035000
-1704862687, 2.285000, 2.280000, 1800, 2.290000, 200, 1.560000, 0.035000
-1704860694, 2.290000, 2.290000, 700, 2.300000, 1000, 1.780000, 0.040000
-1704859669, 2.290000, 2.290000, 700, 2.300000, 1200, 1.780000, 0.040000
-1704856689, 2.290000, 2.290000, 700, 2.300000, 1200, 1.780000, 0.040000
-1704854690, 2.290000, 2.290000, 700, 2.300000, 1200, 1.780000, 0.040000
-1704852693, 2.290000, 2.290000, 700, 2.300000, 1200, 1.780000, 0.040000
-1704851192, 2.290000, 2.290000, 700, 2.300000, 1200, 1.780000, 0.040000
-1704848653, 2.290000, 2.290000, 700, 2.300000, 1200, 1.780000, 0.040000
-1704846686, 2.290000, 2.290000, 700, 2.300000, 1200, 1.780000, 0.040000
-1704844676, 2.300000, 2.290000, 700, 2.300000, 1200, 2.220000, 0.050000
-1704842685, 2.300000, 2.290000, 700, 2.300000, 1200, 2.220000, 0.050000
-1704840673, 2.300000, 2.290000, 700, 2.300000, 1200, 2.220000, 0.050000
-1704838691, 2.300000, 2.290000, 700, 2.300000, 1200, 2.220000, 0.050000
-1704836676, 2.300000, 2.290000, 700, 2.300000, 1200, 2.220000, 0.050000
-1704835180, 2.300000, 2.290000, 700, 2.300000, 1200, 2.220000, 0.050000
-1704832655, 2.300000, 2.290000, 700, 2.300000, 1200, 2.220000, 0.050000
-1704830676, 2.300000, 2.290000, 700, 2.300000, 1200, 2.220000, 0.050000
-1704828667, 2.300000, 2.290000, 1000, 2.300000, 1200, 2.220000, 0.050000
-1704826677, 2.300000, 2.290000, 700, 2.300000, 1200, 2.220000, 0.050000
-1704824681, 2.300000, 2.290000, 700, 2.300000, 1200, 2.220000, 0.050000
-1704822677, 2.300000, 2.290000, 700, 2.300000, 1200, 2.220000, 0.050000
-1704820675, 2.300000, 2.290000, 700, 2.300000, 1200, 2.220000, 0.050000
-1704818664, 2.300000, 2.290000, 700, 2.300000, 1200, 2.220000, 0.050000
-1704816634, 2.300000, 2.290000, 700, 2.300000, 1200, 2.220000, 0.050000
-1704814674, 2.300000, 2.290000, 700, 2.300000, 1200, 2.220000, 0.050000
-1704812662, 2.300000, 2.290000, 700, 2.300000, 1200, 2.220000, 0.050000
-1704810671, 2.300000, 2.290000, 700, 2.300000, 1200, 2.220000, 0.050000
-1704808672, 2.300000, 2.290000, 700, 2.300000, 1200, 2.220000, 0.050000
-1704806665, 2.300000, 2.290000, 700, 2.300000, 1200, 2.220000, 0.050000
-1704804628, 2.300000, 2.290000, 800, 2.300000, 1000, 2.220000, 0.050000
-1704803131, 2.300000, 2.290000, 800, 2.300000, 1000, 2.220000, 0.050000
-1704800655, 2.300000, 2.290000, 800, 2.300000, 1000, 2.220000, 0.050000
-1704798629, 2.300000, 2.290000, 800, 2.300000, 1000, 2.220000, 0.050000
-1704796663, 2.300000, 2.290000, 800, 2.300000, 1000, 2.220000, 0.050000
-1704794670, 2.300000, 2.290000, 800, 2.300000, 1000, 2.220000, 0.050000
-1704792658, 2.300000, 2.290000, 800, 2.300000, 1000, 2.220000, 0.050000
-1704791143, 2.300000, 2.290000, 800, 2.300000, 1000, 2.220000, 0.050000
-1704788619, 2.290000, 2.290000, 800, 2.300000, 1000, 1.780000, 0.040000
-1704786660, 2.290000, 2.290000, 800, 2.300000, 1200, 1.780000, 0.040000
-1704784653, 2.290000, 2.290000, 800, 2.300000, 1200, 1.780000, 0.040000
-1704782663, 2.290000, 2.290000, 800, 2.300000, 1500, 1.780000, 0.040000
-1704780660, 2.290000, 2.290000, 800, 2.300000, 1500, 1.780000, 0.040000
-1704778662, 2.290000, 2.290000, 800, 2.300000, 1800, 1.780000, 0.040000
-1704776653, 2.290000, 2.290000, 800, 2.300000, 1800, 1.780000, 0.040000
-1704774651, 2.290000, 2.290000, 800, 2.300000, 1800, 1.780000, 0.040000
-1704772632, 2.290000, 2.290000, 800, 2.300000, 1800, 1.780000, 0.040000
-1704770658, 2.290000, 2.290000, 800, 2.300000, 1800, 1.780000, 0.040000
-1704768618, 2.290000, 2.290000, 800, 2.300000, 1800, 1.780000, 0.040000
-1704766655, 2.290000, 2.290000, 800, 2.300000, 1800, 1.780000, 0.040000
-1704764651, 2.290000, 2.290000, 800, 2.300000, 1800, 1.780000, 0.040000
-1704762653, 2.290000, 2.290000, 800, 2.300000, 1800, 1.780000, 0.040000
-1704760657, 2.290000, 2.290000, 800, 2.300000, 1800, 1.780000, 0.040000
-1704758620, 2.290000, 2.290000, 800, 2.300000, 1800, 1.780000, 0.040000
-1704756649, 2.290000, 2.290000, 800, 2.300000, 1800, 1.780000, 0.040000
-1704754655, 2.290000, 2.290000, 800, 2.300000, 1800, 1.780000, 0.040000
-1704752641, 2.290000, 2.290000, 800, 2.300000, 1800, 1.780000, 0.040000
-1704750650, 2.290000, 2.290000, 800, 2.300000, 1800, 1.780000, 0.040000
-1704748639, 2.290000, 2.290000, 800, 2.300000, 1500, 1.780000, 0.040000
-1704747125, 2.290000, 2.290000, 800, 2.300000, 1500, 1.780000, 0.040000
-1704744647, 2.290000, 2.290000, 800, 2.300000, 1500, 1.780000, 0.040000
-1704742647, 2.290000, 2.290000, 800, 2.300000, 1500, 1.780000, 0.040000
-1704740637, 2.290000, 2.290000, 800, 2.300000, 1500, 1.780000, 0.040000
-1704738642, 2.290000, 2.290000, 800, 2.300000, 1500, 1.780000, 0.040000
-1704736643, 2.290000, 2.290000, 800, 2.300000, 1500, 1.780000, 0.040000
-1704734644, 2.290000, 2.290000, 800, 2.300000, 1500, 1.780000, 0.040000
-1704732595, 2.290000, 2.290000, 800, 2.300000, 1500, 1.780000, 0.040000
-1704730644, 2.290000, 2.290000, 800, 2.300000, 1500, 1.780000, 0.040000
-1704728602, 2.290000, 2.290000, 800, 2.300000, 1500, 1.780000, 0.040000
-1704726637, 2.290000, 2.280000, 600, 2.290000, 800, 1.780000, 0.040000
-1704724628, 2.290000, 2.280000, 500, 2.290000, 1000, 1.780000, 0.040000
-1704722591, 2.290000, 2.280000, 500, 2.290000, 1000, 1.780000, 0.040000
-1704720614, 2.290000, 2.280000, 500, 2.290000, 1000, 1.780000, 0.040000
-1704718611, 2.290000, 2.280000, 500, 2.290000, 1000, 1.780000, 0.040000
-1704716629, 2.290000, 2.280000, 500, 2.290000, 1000, 1.780000, 0.040000
-1704714627, 2.290000, 2.280000, 500, 2.290000, 1000, 1.780000, 0.040000
-1704712625, 2.290000, 2.280000, 500, 2.290000, 800, 1.780000, 0.040000
-1704710627, 2.290000, 2.280000, 600, 2.290000, 800, 1.780000, 0.040000
-1704708639, 2.290000, 2.280000, 600, 2.290000, 800, 1.780000, 0.040000
-1704706629, 2.290000, 2.280000, 600, 2.290000, 800, 1.780000, 0.040000
-1704704586, 2.290000, 2.280000, 600, 2.290000, 800, 1.780000, 0.040000
-1704702621, 2.290000, 2.280000, 600, 2.290000, 800, 1.780000, 0.040000
-1704700563, 2.290000, 2.280000, 600, 2.290000, 800, 1.780000, 0.040000
-1704698624, 2.290000, 2.280000, 600, 2.290000, 800, 1.780000, 0.040000
-1704696715, 2.290000, 2.280000, 600, 2.290000, 800, 1.780000, 0.040000
-1704694714, 2.290000, 2.280000, 600, 2.290000, 1000, 1.780000, 0.040000
-1704692717, 2.290000, 2.280000, 600, 2.290000, 1000, 1.780000, 0.040000
-1704690714, 2.290000, 2.280000, 1500, 2.290000, 800, 1.780000, 0.040000
-1704689187, 2.290000, 2.280000, 1500, 2.290000, 800, 1.780000, 0.040000
-1704686711, 2.290000, 2.280000, 1500, 2.290000, 700, 1.780000, 0.040000
-1704684707, 2.290000, 2.280000, 1300, 2.290000, 700, 1.780000, 0.040000
-1704683208, 2.290000, 2.280000, 1300, 2.290000, 700, 1.780000, 0.040000
-1704680709, 2.290000, 2.280000, 1300, 2.290000, 700, 1.780000, 0.040000
-1704678708, 2.290000, 2.280000, 1300, 2.290000, 800, 1.780000, 0.040000
-1704676705, 2.290000, 2.280000, 1000, 2.290000, 800, 1.780000, 0.040000
-1704674691, 2.290000, 2.280000, 1000, 2.290000, 800, 1.780000, 0.040000
-1704672701, 2.290000, 2.280000, 1000, 2.290000, 800, 1.780000, 0.040000
-1704670704, 2.290000, 2.280000, 1000, 2.290000, 800, 1.780000, 0.040000
-1704668705, 2.290000, 2.280000, 1000, 2.290000, 800, 1.780000, 0.040000
-1704666698, 2.290000, 2.280000, 1000, 2.290000, 800, 1.780000, 0.040000
-1704664697, 2.290000, 2.280000, 1000, 2.290000, 800, 1.780000, 0.040000
-1704662704, 2.290000, 2.280000, 1000, 2.290000, 800, 1.780000, 0.040000
-1704661169, 2.290000, 2.280000, 1000, 2.290000, 800, 1.780000, 0.040000
-1704658699, 2.290000, 2.280000, 1000, 2.290000, 800, 1.780000, 0.040000
-1704656701, 2.290000, 2.280000, 1000, 2.290000, 800, 1.780000, 0.040000
-1704654697, 2.290000, 2.280000, 1000, 2.290000, 800, 1.780000, 0.040000
-1704652697, 2.290000, 2.280000, 1000, 2.290000, 800, 1.780000, 0.040000
-1704650700, 2.290000, 2.280000, 1000, 2.290000, 800, 1.780000, 0.040000
-1704648701, 2.290000, 2.280000, 1000, 2.290000, 800, 1.780000, 0.040000
-1704646691, 2.290000, 2.280000, 1000, 2.290000, 800, 1.780000, 0.040000
-1704644698, 2.290000, 2.280000, 1000, 2.290000, 800, 1.780000, 0.040000
-1704643192, 2.290000, 2.280000, 1000, 2.290000, 800, 1.780000, 0.040000
-1704640696, 2.290000, 2.280000, 1500, 2.290000, 800, 1.780000, 0.040000
-1704639192, 2.290000, 2.280000, 1500, 2.290000, 800, 1.780000, 0.040000
-1704637203, 2.290000, 2.280000, 1500, 2.290000, 800, 1.780000, 0.040000
-1704634700, 2.290000, 2.280000, 1500, 2.290000, 800, 1.780000, 0.040000
-1704632690, 2.290000, 2.280000, 1500, 2.290000, 800, 1.780000, 0.040000
-1704630683, 2.290000, 2.280000, 1000, 2.290000, 800, 1.780000, 0.040000
-1704628698, 2.290000, 2.280000, 1000, 2.290000, 800, 1.780000, 0.040000
-1704626696, 2.290000, 2.280000, 1000, 2.290000, 800, 1.780000, 0.040000
-1704625177, 2.290000, 2.280000, 1000, 2.290000, 800, 1.780000, 0.040000
-1704622687, 2.290000, 2.280000, 1000, 2.290000, 800, 1.780000, 0.040000
-1704620682, 2.290000, 2.280000, 1000, 2.290000, 800, 1.780000, 0.040000
