1476192602318, 4.450000, 4.460000, 1400, 4.500000, 1600, -1.110000, -0.050000
1476192604280, 4.450000, 4.470000, 1400, 4.500000, 1800, -1.110000, -0.050000
1476192606783, 4.450000, 4.470000, 1400, 4.500000, 1800, -1.110000, -0.050000
1476192608791, 4.450000, 4.470000, 1400, 4.500000, 1800, -1.110000, -0.050000
1476192610791, 4.450000, 4.470000, 1400, 4.490000, 2700, -1.110000, -0.050000
1476192612789, 4.470000, 4.470000, 1400, 4.490000, 100, -0.670000, -0.030000
1476192614792, 4.470000, 4.470000, 1400, 4.490000, 100, -0.670000, -0.030000
1476192616284, 4.470000, 4.470000, 1400, 4.490000, 100, -0.670000, -0.030000
1476192618784, 4.470000, 4.470000, 1400, 4.490000, 100, -0.670000, -0.030000
1476192620829, 4.470000, 4.470000, 1400, 4.490000, 100, -0.670000, -0.030000
1476192621785, 4.470000, 4.470000, 1400, 4.490000, 100, -0.670000, -0.030000
1476192624792, 4.470000, 4.470000, 1400, 4.490000, 100, -0.670000, -0.030000
1476192626794, 4.470000, 4.470000, 1400, 4.490000, 100, -0.670000, -0.030000
1476192628789, 4.470000, 4.470000, 1400, 4.490000, 200, -0.670000, -0.030000
1476192630790, 4.470000, 4.470000, 1400, 4.490000, 200, -0.670000, -0.030000
1476192632822, 4.470000, 4.480000, 100, 4.490000, 200, -0.670000, -0.030000
1476192634794, 4.470000, 4.480000, 100, 4.490000, 200, -0.670000, -0.030000
1476192636816, 4.470000, 4.480000, 100, 4.490000, 200, -0.670000, -0.030000
1476192638300, 4.470000, 4.480000, 100, 4.490000, 200, -0.670000, -0.030000
1476192640306, 4.470000, 4.480000, 100, 4.490000, 200, -0.670000, -0.030000
1476192642799, 4.470000, 4.480000, 100, 4.490000, 200, -0.670000, -0.030000
1476192644798, 4.470000, 4.470000, 1400, 4.490000, 200, -0.670000, -0.030000
1476192646300, 4.470000, 4.470000, 1400, 4.490000, 200, -0.670000, -0.030000
1476192646797, 4.470000, 4.470000, 1400, 4.490000, 200, -0.670000, -0.030000
1476192650785, 4.470000, 4.470000, 1400, 4.490000, 200, -0.670000, -0.030000
1476192652809, 4.470000, 4.470000, 1400, 4.490000, 200, -0.670000, -0.030000
1476192654806, 4.470000, 4.470000, 1400, 4.490000, 300, -0.670000, -0.030000
1476192656818, 4.470000, 4.470000, 1400, 4.490000, 200, -0.670000, -0.030000
1476192658800, 4.470000, 4.470000, 1400, 4.490000, 200, -0.670000, -0.030000
1476192660804, 4.470000, 4.470000, 1400, 4.490000, 200, -0.670000, -0.030000
1476192662819, 4.470000, 4.470000, 1500, 4.490000, 300, -0.670000, -0.030000
1476192664329, 4.470000, 4.470000, 1500, 4.490000, 300, -0.670000, -0.030000
1476192666808, 4.470000, 4.470000, 1500, 4.490000, 200, -0.670000, -0.030000
1476192668807, 4.470000, 4.470000, 1500, 4.490000, 200, -0.670000, -0.030000
1476192670811, 4.470000, 4.470000, 1500, 4.490000, 200, -0.670000, -0.030000
1476192672810, 4.470000, 4.470000, 1500, 4.490000, 200, -0.670000, -0.030000
1476192674806, 4.480000, 4.470000, 500, 4.480000, 2600, -0.440000, -0.020000
1476192676811, 4.480000, 4.470000, 500, 4.480000, 2600, -0.440000, -0.020000
1476192678822, 4.480000, 4.470000, 500, 4.480000, 2600, -0.440000, -0.020000
1476192680875, 4.480000, 4.470000, 500, 4.480000, 2600, -0.440000, -0.020000
1476192682803, 4.480000, 4.470000, 500, 4.480000, 2600, -0.440000, -0.020000
1476192684309, 4.480000, 4.470000, 500, 4.480000, 2600, -0.440000, -0.020000
1476192686821, 4.480000, 4.460000, 900, 4.480000, 300, -0.440000, -0.020000
1476192688801, 4.480000, 4.470000, 500, 4.480000, 300, -0.440000, -0.020000
1476192690820, 4.480000, 4.470000, 500, 4.480000, 300, -0.440000, -0.020000
1476192692340, 4.480000, 4.470000, 500, 4.480000, 300, -0.440000, -0.020000
1476192694859, 4.470000, 4.460000, 900, 4.480000, 2600, -0.670000, -0.030000
1476192696816, 4.470000, 4.460000, 900, 4.480000, 2600, -0.670000, -0.030000
1476192698322, 4.470000, 4.460000, 900, 4.480000, 2600, -0.670000, -0.030000
1476192700823, 4.480000, 4.470000, 100, 4.480000, 200, -0.440000, -0.020000
1476192702829, 4.480000, 4.460000, 1000, 4.480000, 2600, -0.440000, -0.020000
1476192704820, 4.480000, 4.460000, 1000, 4.480000, 2600, -0.440000, -0.020000
1476192706838, 4.480000, 4.460000, 1000, 4.480000, 2600, -0.440000, -0.020000
1476192708825, 4.480000, 4.460000, 1000, 4.480000, 2600, -0.440000, -0.020000
1476192710834, 4.480000, 4.460000, 1000, 4.480000, 2600, -0.440000, -0.020000
1476192712820, 4.480000, 4.460000, 1000, 4.480000, 2600, -0.440000, -0.020000
1476192714824, 4.480000, 4.460000, 1000, 4.480000, 2600, -0.440000, -0.020000
1476192716819, 4.480000, 4.460000, 1000, 4.480000, 2600, -0.440000, -0.020000
1476192718865, 4.480000, 4.460000, 1000, 4.480000, 2600, -0.440000, -0.020000
1476192720821, 4.480000, 4.460000, 1000, 4.480000, 2600, -0.440000, -0.020000
1476192722843, 4.480000, 4.460000, 1000, 4.480000, 2600, -0.440000, -0.020000
1476192724832, 4.480000, 4.460000, 1000, 4.480000, 2600, -0.440000, -0.020000
1476192726825, 4.480000, 4.460000, 1000, 4.480000, 2600, -0.440000, -0.020000
1476192728321, 4.480000, 4.460000, 1000, 4.480000, 2600, -0.440000, -0.020000
1476192730837, 4.480000, 4.450000, 1100, 4.480000, 2600, -0.440000, -0.020000
1476192732841, 4.480000, 4.450000, 1100, 4.480000, 2600, -0.440000, -0.020000
1476192734891, 4.480000, 4.460000, 1000, 4.480000, 2600, -0.440000, -0.020000
1476192736326, 4.480000, 4.460000, 1000, 4.480000, 2600, -0.440000, -0.020000
1476192738837, 4.480000, 4.450000, 1100, 4.480000, 2600, -0.440000, -0.020000
1476192740842, 4.480000, 4.450000, 1100, 4.480000, 2600, -0.440000, -0.020000
1476192742342, 4.480000, 4.460000, 1000, 4.480000, 2600, -0.440000, -0.020000
1476192744839, 4.480000, 4.460000, 1000, 4.480000, 2600, -0.440000, -0.020000
1476192746833, 4.480000, 4.460000, 1000, 4.480000, 2600, -0.440000, -0.020000
1476192748841, 4.480000, 4.460000, 1000, 4.480000, 2600, -0.440000, -0.020000
1476192750907, 4.480000, 4.460000, 1000, 4.480000, 2600, -0.440000, -0.020000
1476192752845, 4.480000, 4.470000, 1000, 4.480000, 1400, -0.440000, -0.020000
1476192754845, 4.480000, 4.470000, 1000, 4.480000, 1400, -0.440000, -0.020000
1476192756348, 4.480000, 4.470000, 1000, 4.480000, 1400, -0.440000, -0.020000
1476192758843, 4.480000, 4.470000, 1000, 4.480000, 1600, -0.440000, -0.020000
1476192760841, 4.480000, 4.470000, 1000, 4.480000, 1600, -0.440000, -0.020000
1476192762850, 4.480000, 4.470000, 1000, 4.480000, 1600, -0.440000, -0.020000
1476192764360, 4.480000, 4.470000, 100, 4.480000, 1600, -0.440000, -0.020000
1476192766856, 4.470000, 4.450000, 1100, 4.480000, 2600, -0.670000, -0.030000
1476192768350, 4.470000, 4.450000, 1100, 4.480000, 2600, -0.670000, -0.030000
1476192770855, 4.470000, 4.450000, 1100, 4.480000, 2600, -0.670000, -0.030000
1476192772839, 4.470000, 4.440000, 1100, 4.480000, 2600, -0.670000, -0.030000
1476192774339, 4.470000, 4.440000, 1100, 4.480000, 2600, -0.670000, -0.030000
1476192776846, 4.470000, 4.440000, 1100, 4.480000, 2600, -0.670000, -0.030000
1476192778846, 4.470000, 4.460000, 1000, 4.470000, 500, -0.670000, -0.030000
1476192780848, 4.470000, 4.460000, 1000, 4.470000, 500, -0.670000, -0.030000
1476192782847, 4.460000, 4.460000, 1000, 4.470000, 2900, -0.890000, -0.040000
1476192784847, 4.460000, 4.440000, 1000, 4.470000, 400, -0.890000, -0.040000
1476192786840, 4.460000, 4.440000, 1000, 4.470000, 400, -0.890000, -0.040000
1476192788841, 4.460000, 4.440000, 1000, 4.470000, 400, -0.890000, -0.040000
1476192790855, 4.460000, 4.440000, 1000, 4.460000, 1800, -0.890000, -0.040000
1476192792374, 4.460000, 4.440000, 800, 4.460000, 1900, -0.890000, -0.040000
1476192793844, 4.460000, 4.440000, 800, 4.460000, 2000, -0.890000, -0.040000
1476192796857, 4.460000, 4.440000, 800, 4.460000, 2000, -0.890000, -0.040000
1476192797843, 4.460000, 4.440000, 800, 4.460000, 2000, -0.890000, -0.040000
1476192800362, 4.460000, 4.440000, 800, 4.460000, 2000, -0.890000, -0.040000
1476192802853, 4.460000, 4.440000, 800, 4.460000, 2000, -0.890000, -0.040000
1476192804853, 4.460000, 4.440000, 800, 4.460000, 2000, -0.890000, -0.040000
1476192806359, 4.460000, 4.440000, 800, 4.460000, 2100, -0.890000, -0.040000
1476192806866, 4.460000, 4.440000, 800, 4.460000, 2100, -0.890000, -0.040000
1476192810380, 4.460000, 4.440000, 800, 4.460000, 2100, -0.890000, -0.040000
1476192812864, 4.440000, 4.440000, 500, 4.450000, 100, -1.330000, -0.060000
1476192814861, 4.440000, 4.440000, 500, 4.450000, 100, -1.330000, -0.060000
1476192816853, 4.440000, 4.440000, 500, 4.450000, 100, -1.330000, -0.060000
1476192818842, 4.440000, 4.440000, 500, 4.450000, 700, -1.330000, -0.060000
1476192820866, 4.440000, 4.440000, 500, 4.450000, 700, -1.330000, -0.060000
1476192822369, 4.440000, 4.440000, 500, 4.450000, 700, -1.330000, -0.060000
1476192825269, 4.450000, 4.440000, 900, 4.460000, 1800, -1.110000, -0.050000
1476192826274, 4.450000, 4.440000, 800, 4.460000, 1800, -1.110000, -0.050000
1476192829275, 4.450000, 4.440000, 100, 4.460000, 1800, -1.110000, -0.050000
1476192831276, 4.450000, 4.440000, 100, 4.460000, 1800, -1.110000, -0.050000
1476192832786, 4.450000, 4.440000, 100, 4.460000, 1800, -1.110000, -0.050000
1476192834779, 4.450000, 4.440000, 100, 4.460000, 1800, -1.110000, -0.050000
1476192835773, 4.450000, 4.440000, 100, 4.460000, 1800, -1.110000, -0.050000
1476192839290, 4.440000, 4.430000, 1500, 4.460000, 1700, -1.330000, -0.060000
1476192841280, 4.440000, 4.430000, 1500, 4.460000, 1700, -1.330000, -0.060000
1476192843287, 4.440000, 4.430000, 1500, 4.450000, 200, -1.330000, -0.060000
1476192844783, 4.440000, 4.430000, 1500, 4.450000, 200, -1.330000, -0.060000
1476192847283, 4.430100, 4.430000, 1400, 4.440000, 100, -1.550000, -0.069900
1476192847783, 4.430100, 4.430000, 1400, 4.440000, 100, -1.550000, -0.069900
1476192851288, 4.430100, 4.430000, 1400, 4.440000, 100, -1.550000, -0.069900
1476192853280, 4.430100, 4.430000, 1400, 4.440000, 100, -1.550000, -0.069900
1476192855286, 4.430100, 4.430000, 1400, 4.440000, 100, -1.550000, -0.069900
1476192857287, 4.430100, 4.430000, 1400, 4.440000, 100, -1.550000, -0.069900
1476192859290, 4.430100, 4.430000, 1400, 4.440000, 100, -1.550000, -0.069900
1476192860288, 4.430100, 4.430000, 1400, 4.440000, 100, -1.550000, -0.069900
1476192863293, 4.440000, 4.430000, 1700, 4.460000, 1700, -1.330000, -0.060000
1476192865293, 4.440000, 4.430000, 1700, 4.460000, 1800, -1.330000, -0.060000
1476192867289, 4.433600, 4.430000, 1500, 4.460000, 1900, -1.480000, -0.066400
1476192869296, 4.433600, 4.430000, 1500, 4.460000, 1900, -1.480000, -0.066400
1476192871294, 4.433600, 4.430000, 1500, 4.460000, 1900, -1.480000, -0.066400
1476192873303, 4.433600, 4.430000, 1500, 4.460000, 1900, -1.480000, -0.066400
1476192875291, 4.433600, 4.430000, 1500, 4.460000, 1900, -1.480000, -0.066400
